Processo;Código do Cliente;Cliente;Data Bal.;Geração média de caixa;Último Balanço > 1460 dias;ROB para data base;Soma 3 últimos Lucros Líquidos ;Patrimônio Líquido - Última DF;Risco;Dívida Líquida / Ebitda;Dívida / ROB;Dívida;Aplicações de Liquidez Imediata;Nível BACEN;Possui Audit.Externa?;Audit. Big 4
359380;280100;ETROS ENGENHARIA LTDA.;42735;2491127,273;Não;32174692,26;2006666,71;7767265,16;B ;1,555491391;0,157678276;2744783,24;2107581,66;B ;N;NULL
360239;439030;TECNOFINK LTDA;42735;9639625,507;Não;31710930,39;28918876,52;6996631,37;AA;-0,376973219;8,82976E-05;0;4427253,44;AA;N;NULL
361820;800169;REGIONAL AGRO INSUMOS LTDA;43100;1087986,233;Não;32239737,85;2805456,01;4278281,39;C ;13,71487902;0,24541599;237430;0;C ;N;NULL
362131;66828;IND.COM. CAFE E QUEIJOS LELO LTDA;43100;4210206,6;Não;79777179,71;11824899,36;6582231,87;B ;1,652084496;0,183058913;9283044,44;0;B ;N;NULL
362463;340633;MASTERMAQ SOFTWARES BRASIL LTDA;42735;8619755,383;Não;60625000;25023644,72;500000;B ;-0,576169323;0;0;4410000;B ;S;S
363036;76675;SANKHYA JIVA TECNOLOGIA E INOVACAO LTDA;43100;2630328,333;Não;82659628;7890985;4959229;A ;-0,206848272;0,040884892;3237026,81;4750528;A ;N;NULL
363200;194481;VMI SISTEMAS DE SEGURANCA LTDA;43100;3756418,667;Não;65823468;9713418;36174603;AA;-0,302480241;0,021946246;514014,55;3764815;AA;N;NULL
363461;9336;MAXCOR INDUSTRIA DE ETIQUETAS LTDA;43100;8049690,31;Não;45908552,82;24149070,93;26253230,06;C ;0,466407358;0,147403252;2396210;1558,29;C ;N;NULL
363466;404549;SEVIMOL INDUSTRIA E COMERCIO DE FERRO E ACO L;43100;1005247,013;Não;63571553,96;2368406,27;11083807,23;D ;8,115703649;0,128070107;0;3363,42;D ;N;NULL
363804;426361;P & P DISTRIBUIDORA LTDA;43100;-108118,31;Não;58733171,2;-324354,93;1460724,17;B ;1,680328311;0,02426375;111460;290657,51;B ;N;NULL
363839;311137;SUPERFERTIL FERTILIZANTES LTDA;43100;505300,8067;Não;30228111,51;1515902,42;2925987,69;A ;0,646348227;0,053194524;382590;219227,46;A ;N;NULL
364091;516748;REAL GUINDASTES E EQUIPAMENTOS LTDA;43100;30735288,65;Não;83340007,01;6858131,94;85932224,21;AA;-0,181906501;0,123214892;10264110;17005938,85;AA;N;NULL
364118;410733;TRANSREFER TRANSPORTE E LOGISTICA LTDA;43100;2258878,16;Não;39550301,61;1800846,74;1437128,66;C ;2,238884353;0,225975774;7424195,29;377037,87;C ;N;NULL
364609;8132;TAUA RESORT CAETE LTDA;43100;579040,7833;Não;42431507,33;1737122,35;20943211,55;C ;-0,495825171;0,002754086;0;1037563,73;C ;N;NULL
364913;496530;SUPER GLOBO QUIMICA LTDA - EPP;43100;464511,54;Não;62891590,18;-917062,35;-3390683,92;C ;0,934165684;0,08537628;63380;183121,36;C ;N;NULL
365510;33055;CLAMPER INDUSTRIA E COMERCIO S/A;42735;4676000;Não;38038000;9593000;8368660;NULL;1,557638857;0,358834324;8312974,04;20000;NULL;S;
365627;1415;EXPRESSO ALVORADA LTDA;43100;1697023,633;Não;31423178,81;-163760,48;4137800,27;C ;1,881577461;0,115047766;2743761,26;9897,05;C ;N;NULL
365705;326679;COOPERATIVA AGROPECUARIA DE IPANEMA LTDA;43100;2267754,987;Não;67883734,32;6803264,96;18889548,73;D ;1,612100065;0,269780529;2814030;1277418,66;D ;N;NULL
365730;437829;MARCA AGRO MERCANTIL LTDA;43100;1694595,653;Não;72385007,49;4560490,75;5109704,04;C ;-24,59424594;0,269261698;6721697,27;0;C ;N;NULL
365755;619790;MOURA DIAS PARTICIPACOES LTDA;43100;688202,8;Não;32420259,09;1228559,09;2031865,83;AA;0,410611007;0,088860487;40900;1296223,39;AA;N;NULL
365961;404549;SEVIMOL INDUSTRIA E COMERCIO DE FERRO E ACO L;43100;1005247,013;Não;63571553,96;2368406,27;11083807,23;D ;8,115703649;0,128070107;0;3363,42;D ;N;NULL
366463;381915;LIDER MINAS INDUSTRIA E COMERCIO DE PRODUTOS;43100;4443138,753;Não;68334001,78;12607975,19;9752969,95;A ;0,137784043;0,016026721;1063780;0;A ;N;NULL
366553;29653;UNOCANN TUBOS E CONEXOES LTDA;42735;2137614,107;Não;35032655,71;3737405,16;17158183,8;C ;2,849077046;0,184219978;2264246,85;0;C ;N;NULL
366606;179562;REFRIGERANTES ITAMONTE LTDA;43100;1097183,98;Não;49335110,65;1157172,57;3185827,98;D ;6,462221752;0,144760014;348570;45686,36;D ;N;NULL
366648;507860;CAFE BRASIL IND. COM. .EXPORT. LTDA;43100;7697599,967;Não;56006600,42;19426608,39;7271936,17;D ;1,406384229;0,474447472;6427487,24;1276486,82;D ;N;NULL
366729;184076;TECNOTEXTIL CONFECCOES LTDA;43100;12666143,19;Não;63664645,94;37998429,56;18411604,12;AA;-0,419212829;0,001708641;94890;7939997,97;AA;N;NULL
367033;188530;SUPERMERCADO LIDER COUTO LTDA;42735;1285718,723;Não;77080445,28;2202427,56;9665632,68;B ;4,462627304;0,058483575;3559675,09;45000;B ;N;NULL
367381;624394;TRANSPORTES NIQUINI LTDA;43100;1633963,28;Não;38635853,23;730004,31;2540345,27;D ;1,256802478;0,112918692;1759691,67;0;D ;N;NULL
367393;250345;DRIVE A INFORMATICA LTDA;43100;179391,42;Não;41788102,21;438125,25;11702009,82;AA;-2,200310973;0,000395567;7830;6594597,77;AA;N;NULL
367411;315600;FABRICA MINEIRA DE ELETRODOS E SOLDAS DENVER;43100;466668,6667;Não;51565236;-262880;7477155;D ;2,79882457;0,149728201;4160113,13;50275;D ;S;N
367671;209496;EMP.BRAS.ENG.COM.SA EBEC;42735;18989451;Não;50265552;13022454;59091637;B ;-0,529001073;0,190870678;Não possui balanço cadastrado;21570206;B ;N;NULL
367828;704364;RECOL REVENDEDOR DE PETR COLONIAL LTDA;43100;773393,9667;Não;45852813,65;2199087,38;1105445;C ;0,71619408;0,038072691;555480;0;C ;N;NULL
368279;522384;SEMEP LOGISTICA E CONSTRUCAO LTDA;43100;6378967,763;Não;59563731,52;7961229,16;24192738,45;D ;1,63234878;0,35687057;17270320;10153,08;D ;N;NULL
368349;2933;PAPI TEXTIL LTDA;43100;396761,519;Não;53888291,39;606811,687;6656495,78;C ;4,196536192;0,2692448;3626378,92;6000,08;C ;N;NULL
368796;381254;SANTANA PRODUTOS SIDERURGICOS LTDA;43100;1322147,373;Não;80969288,29;2440221,07;12727389,59;D ;2,673474485;0,129046213;1869590;35206,5;D ;N;NULL
368799;187645;LUPA TECNOLOGIA E SISTEMAS LTDA;43100;178223,9667;Não;34098958;411176,82;3938414;D ;0,155479296;0,079319257;636764,13;2198806;D ;N;NULL
368851;202059;COOP DOS EMPRESARIOS RURAIS DO TRIANGULO MINE;43100;1098380,39;Não;57017451,78;774437,39;11623880,73;A ;9,618371219;0,275640857;435030;2301116,59;A ;S;N
369194;30834;MAQUINE EMPREENDIMENTOS S.A.;43100;1749672,333;Não;38751821;-143510;16493431;C ;1,53435621;0,201420651;7756683,28;3567005;C ;S;N
369380;10955;MANSER MANUTENCAO SERVICOS E ENGENHARIA S/A;43100;1284195,773;Não;35425301,95;1235593,68;18327965,3;A ;1,304703127;0,148068021;270280;6374,85;A ;N;NULL
369675;619770;COMERCIO DE BEBIDAS MARRA LTDA;43100;923663,74;Não;40661934,67;1454084,76;1378947,36;A ;1,008695376;0,065115205;1576380;1149945,3;A ;N;NULL
369696;340784;SAO DIMAS TRANSPORTES LTDA;42735;-147892,56;Não;39270809,04;-1243572,89;4018114,18;D ;8,996464617;0,581541877;9754382,63;365509,37;D ;N;NULL
369702;329077;COOPERATIVA DOS CAFEICULTORES DO CERRADO DE A;43100;-241333,3333;Não;64189000;-3446000;17641000;D ;12,2045264;0,564941034;5351480;7143000;D ;S;N
370331;3093;ABC ARTEFATOS DE BORRACHA COELHO LTDA;43100;1150308,707;Não;41851578,79;452840,51;8256283,11;C ;4,79526919;0,201336308;3733565,16;0;C ;N;NULL
370428;294922;RACOES RGL INDUSTRIA E COMERCIO LTDA;43100;2334040,77;Não;77408839,06;4512040,62;11968113,53;D ;1,783809664;0,130308748;430480;11849,86;D ;N;NULL
370546;183753;COOPERATIVA DE LATICINIOS VALE DO MUCURI LTDA;43100;916905,7133;Não;74074814,03;1866221,66;13613926,67;B ;1,393265514;0,067316943;2906446,07;1053835,84;B ;N;NULL
370784;507860;CAFE BRASIL IND. COM. .EXPORT. LTDA;43100;7697599,967;Não;56006600,42;19426608,39;7271936,17;D ;1,406384229;0,474447472;6427487,24;1276486,82;D ;N;NULL
370849;739363;CULTURA AGRONEGOCIOS LTDA;43100;13328,3333;Não;66356347;-1472320;-388267;D ;-77,61222271;0,320181459;5896761,2;327172;D ;S;N
370857;435892;CULTURA PRODUTOS AGRICOLAS LTDA;43100;830399,36;Não;69759073,16;2351595,97;306333,29;D ;4,19553769;0,287680117;2513681,91;592119,01;D ;N;NULL
370867;457174;FULIARO SUPERMERCADOS LTDA;43100;673146,14;Não;46894916,56;1644048,59;2043556,11;AA;0,019004953;0,00608976;245510;260574,67;AA;N;NULL
371009;909372;LEGAL INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;43100;784994,53;Não;40605377,73;148671,91;2217683,64;D ;0,356190244;0,022385212;830550;357669,57;D ;N;NULL
371109;170882;TEIXEIRA E CHAVES LTDA;43100;1726362,017;Não;70541270,56;4586948,2;18123176,18;D ;1,731212974;0,139029183;5703280,07;1008080,79;D ;N;NULL
371194;147192;HPF SURGICAL LTDA.;43100;6149423,07;Não;47352552,89;17881768,3;28898198,58;AA;-0,596465538;0,000279182;0;4447428,33;AA;N;NULL
371407;523073;MONTEPETRO DERIVADOS DE PETROLEO LTDA;43100;149072,6433;Não;79012053,54;379684,82;875458,45;D ;4,035301098;0,053735472;0;0;D ;N;NULL
371516;382224;FACIROLLI COMERCIO E REPRESENTACOES LTDA;43100;1683817,753;Não;72393239,03;4502439,95;5543275,16;D ;3,735331309;0,170995941;2345727,9;1514748,19;D ;N;NULL
371669;5415;GECAL INDUSTRIA E COMERCIO DE PRODUTOS MINERA;43100;10216201,51;Não;63489457,17;22563846,75;39534749,06;B ;0,692672276;0,218579027;10908058,37;1850003,17;B ;N;NULL
371724;408720;BEMISA HOLDING S.A.;43100;-18560000;Não;54700000;-64276000;142076000;D ;-0,972749258;0,80345521;Não possui balanço cadastrado;4933000;D ;S;N
372868;4025;ENGETRON ENGENHARIA ELETRONICA IND COM LTDA;43100;2813659,347;Não;45080554,32;6889831,81;16993003,47;B ;-0,307282069;0,028346368;1277220;2515414,16;B ;N;NULL
372926;686156;OLGA ALUMINIO LTDA.;43100;12139085,33;Não;83491414;33244498;35244501;D ;1,120347697;0,216357684;2606210;0;D ;N;NULL
373457;112241;QUEIROZ E CASTRO LTDA;43100;451783,0233;Não;66497832,31;348750,31;2507345,67;D ;0,867329968;0,022736531;237820;0;D ;N;NULL
373688;686156;OLGA ALUMINIO LTDA.;43100;12139085,33;Não;83491414;33244498;35244501;D ;1,120347697;0,216357684;2606210;0;D ;N;NULL
374172;446944;@ FESTAS EIRELI;43100;638528,7433;Não;56705691,13;1915586,23;1487662,18;C ;3,250282495;0,0531303;0;29154,04;C ;N;NULL
374541;320269;SAQUETTO INDUSTRIA MECANICA LTDA;43100;1476553,427;Não;30570136,05;3406376,14;5990725,68;C ;1,162208892;0,174059415;3836228,3;726541,49;C ;N;NULL
374602;538497;VALE D OURO IMPORTACAO & EXPORTACAO S/A;43100;5010159,077;Não;50023034,12;14037784,79;28550699;B ;-2,591064901;0,029635095;1259040;20143715,79;B ;N;NULL
374604;31842;EMALTO INDUSTRIA MECANICA LTDA;43100;4125317,073;Não;51346137;5658409,22;50566249;A ;41,45220155;0,540090776;24965970;13983828;A ;S;N
374605;419259;DISTRIBUIDORA DE VIDROS MURIAE LTDA;43100;-1665476,593;Não;50534025,63;-7425422,97;-4876213,41;D ;-4,010692643;0,116790023;1150061,03;485,91;D ;N;NULL
374607;249901;LATICINIOS MONTE CELESTE LTDA -EPP;43100;3479786,047;Não;80044064,86;9870099,68;8649868,76;B ;0,385163576;0,055302437;3251112,94;304846,31;B ;N;NULL
374713;282746;HOSPITAL E MATERNIDADE SANTA CLARA LTDA;43100;4874987,667;Não;88292633;11018443;44915123;B ;-0,628549441;0,032180601;2674240;6541216;B ;S;N
374986;464561;LATARINI & PERES LTDA;43100;2030502,75;Não;58889694,52;495866,81;5606151,61;A ;1,560510316;0,097495157;1875960,8;248576,45;A ;N;NULL
374987;241168;IMBALLAGGIO LTDA;43100;1532927,95;Não;54542582,39;2601107,56;3750668,34;C ;1,624678513;0,096564001;2516027,12;0;C ;N;NULL
375386;186855;LAGOS INDUSTRIA QUIMICA LTDA;43100;9797252,213;Não;67459736,31;22551075,2;24487642,4;B ;0,08122109;0,069623967;79890;3907313,92;B ;N;NULL
376166;353437;PIXEL TI IND. COM.PROD. ELETRONICOS LTDA;43100;874655,4233;Não;60474603,05;1995069,23;946201,79;D ;2,811256647;0,067789931;2507711,6;26308,32;D ;N;NULL
376182;194550;LABORATORIO GLOBO LTDA;43100;4265898,08;Não;70119730,69;2486681,24;62114636,62;D ;1,035638394;0,114378505;4090724,76;873315,11;D ;N;NULL
376263;403326;CASA DE SAUDE E MATERNIDADE NS DE FATIMA S/A;43100;4777955,06;Não;76562735,41;9937210,32;12365661,44;D ;0,631017393;0,101595902;174610;0;D ;N;NULL
376635;298089;HIDRAU MAQUINAS MANGUEIRAS E CONEXOES LTDA;43100;3256812,46;Não;32513695,72;9183596,46;13529671,77;AA;1,504746495;0,307718325;5511347,31;93458,69;AA;N;NULL
376752;743326;ARAUNAH EMPREENDIMENTOS E PARTICIPACOES LTDA;43100;7710733,667;Não;51934000;19016246;8435000;C ;-10,71289776;0,420437478;Não possui balanço cadastrado;1160500;C ;S;N
376829;302876;COMERCIAL SOARES & FREITAS LTDA;43100;1401451,32;Não;43424626,66;3815474,54;3665169,19;D ;1,401014336;0,126116989;371510;0;D ;N;NULL
376830;131718;JUVENIL SUPERMERCADOS EIRELI;43100;2865109,993;Não;40049660,26;7058906,6;12175532,08;D ;1,106548263;0,183993507;4928855,18;0;D ;N;NULL
377110;366354;TACOM PROJETOS DE BILHETAGEM INTELIGENTE LTDA;43100;5418417,06;Não;31847030,79;64872433,34;29427608,62;B ;-0,673819815;0,034261288;6152332,68;5095812,57;B ;N;NULL
377349;313;LABTEST DIAGNOSTICA S/A;43100;4426333,333;Não;65589000;1801000;33103000;D ;0,985110931;0,220204607;4997420;1078000;D ;S;S
377593;299517;SUPERMERCADO PEIXOTO E FILHOS LTDA;43100;1105302,667;Não;84261712;2262202;6725520;A ;1,184482773;0,027565901;1393810;123432;A ;N;NULL
